ลำดับ,ปี,เดือนรอบบิล,เขต/สังกัด,สถานี/หน่วยงาน,หมายเลขผู้ใช้ไฟ,ประเภทสถานี,ค่าไฟฟ้า (บาท/เดือน),จำนวนหน่วย (kWh/เดือน)
1752,2566,กันยายน,กรมประชาสัมพันธ์,อาคาร กปส.,88016102,กรมประชาสัมพันธ์,"1,132,950.18",-
1753,2566,ตุลาคม,กรมประชาสัมพันธ์,อาคาร กปส.,88016102,กรมประชาสัมพันธ์,"949,142.47",-
1754,2566,พฤศจิกายน,กรมประชาสัมพันธ์,อาคาร กปส.,88016102,กรมประชาสัมพันธ์,"835,572.71",-
1755,2566,ธันวาคม,กรมประชาสัมพันธ์,อาคาร กปส.,88016102,กรมประชาสัมพันธ์,"838,570.20",-
1756,2566,กันยายน,สนข.,สำนักข่าว,23056498,สถานี T.V.,"209,936.50","42,000.00"
1757,2566,ตุลาคม,สนข.,สำนักข่าว,23056498,สถานี T.V.,"188,118.37","43,000.00"
1758,2566,พฤศจิกายน,สนข.,สำนักข่าว,23056498,สถานี T.V.,"167,922.72","42,000.00"
1759,2566,ธันวาคม,สนข.,สำนักข่าว,23056498,สถานี T.V.,"182,977.60","41,000.00"
1760,2566,ตุลาคม,สทท. (ส่วนกลาง),สถานีวิทยุโทรทัศน์แห่งประเทศไทย,87099601,สถานี T.V.,"1,060,453.95","262,000.00"
1761,2566,พฤศจิกายน,สทท. (ส่วนกลาง),สถานีวิทยุโทรทัศน์แห่งประเทศไทย,87099601,สถานี T.V.,"905,444.46","250,000.00"
1762,2566,มิถุนายน,สทท. (ส่วนกลาง),สถานีวิทยุโทรทัศน์แห่งประเทศไทย,87099601,สถานี T.V.,"1,400,177.20","284,000.00"
1763,2566,สิงหาคม,สทท. (ส่วนกลาง),สถานีวิทยุโทรทัศน์แห่งประเทศไทย,87099601,สถานี T.V.,"1,309,525.32","272,000.00"
1764,2566,กันยายน,สทท. (ส่วนกลาง),สถานีวิทยุโทรทัศน์แห่งประเทศไทย,87099601,สถานี T.V.,"1,188,300.68","257,000.00"
1765,2566,มกราคม,สวท. (ส่วนกลาง),สถานีเครื่องส่งวิทยุ รังสิต (คลอง 5),9807 020001021154,สถานี A.M.,"80,378.58","13,706.61"
1766,2566,กุมภาพันธ์,สวท. (ส่วนกลาง),สถานีเครื่องส่งวิทยุ รังสิต (คลอง 5),9807 020001021154,สถานี A.M.,"74,558.54","12,710.00"
1767,2566,มีนาคม,สวท. (ส่วนกลาง),สถานีเครื่องส่งวิทยุ รังสิต (คลอง 5),9807 020001021154,สถานี A.M.,"81,889.88","13,965.40"
1768,2566,เมษายน,สวท. (ส่วนกลาง),สถานีเครื่องส่งวิทยุ รังสิต (คลอง 5),9807 020001021154,สถานี A.M.,"83,819.37","14,295.80"
1769,2566,พฤษภาคม,สวท. (ส่วนกลาง),สถานีเครื่องส่งวิทยุ รังสิต (คลอง 5),9807 020001021154,สถานี A.M.,"82,276.15","14,886.60"
1770,2566,มิถุนายน,สวท. (ส่วนกลาง),สถานีเครื่องส่งวิทยุ รังสิต (คลอง 5),9807 020001021154,สถานี A.M.,"73,120.91","15,482.99"
1771,2566,กรกฎาคม,สวท. (ส่วนกลาง),สถานีเครื่องส่งวิทยุ รังสิต (คลอง 5),9807 020001021154,สถานี A.M.,"77,943.10","16,456.67"
1772,2566,สิงหาคม,สวท. (ส่วนกลาง),สถานีเครื่องส่งวิทยุ รังสิต (คลอง 5),9807 020001021154,สถานี A.M.,"71,498.74","15,560.65"
1773,2566,กันยายน,สวท. (ส่วนกลาง),สถานีเครื่องส่งวิทยุ รังสิต (คลอง 5),9807 020001021154,สถานี A.M.,"60,246.49","15,095.21"
1774,2566,ตุลาคม,สวท. (ส่วนกลาง),สถานีเครื่องส่งวิทยุ รังสิต (คลอง 5),9807 020001021154,สถานี A.M.,"61,033.47","15,479.14"
1775,2566,พฤศจิกายน,สวท. (ส่วนกลาง),สถานีเครื่องส่งวิทยุ รังสิต (คลอง 5),9807 020001021154,สถานี A.M.,"57,766.59","14,806.95"
1776,2566,ธันวาคม,สวท. (ส่วนกลาง),สถานีเครื่องส่งวิทยุ รังสิต (คลอง 5),9807 020001021154,สถานี A.M.,"58,443.12","14,740.32"
1777,2566,กรกฎาคม,สปข.2,สวท.ร้อยเอ็ด,9107020012631654,สถานี F.M.,"22,476.79","4,806.10"
1778,2566,มิถุนายน,สปข.6,สปข.6,20008051344,สำนักประชาสัมพันธ์เขต,"36,109.54","6,936.00"
1779,2566,มิถุนายน,สปข.6,สวท.สงขลา,20008048385,สถานี A.M. และ F.M.,"38,188.71","7,339.10"
1780,2566,มิถุนายน,สปข.6,สวท.พัทลุง,20007247271,สถานี F.M.,"34,741.70","6,670.81"
1781,2566,มีนาคม,สปข.2,สวท.สุรินทร์,9821020014154422,อาคารสถานี  FM.,"22,475.94","5,873.81"
1782,2566,กันยายน,สปข.2,สวท.สุรินทร์ ,9821020014154422,อาคารสถานี  FM.,"21,588.69","4,339.50"
1783,2566,ตุลาคม,สปข.2,สวท.สุรินทร์ ,9821020014154422,อาคารสถานี  FM.,"19,994.88","4,467.00"
1784,2566,พฤศจิกายน,สปข.2,สวท.สุรินทร์ ,9821020014154422,อาคารสถานี  FM.,"18,168.32","4,052.00"
1785,2566,ธันวาคม,สปข.2,สวท.สุรินทร์ ,9821020014154422,อาคารสถานี  FM.,"17,140.61","3,818.50"
1786,2566,กันยายน,สปข.2,สวท.อำนาจเจริญ,9803020012195800,สถานี T.V. และ F.M.,"47,449.62","11,375.00"
1787,2566,ตุลาคม,สปข.2,สวท.อำนาจเจริญ,9803020012195800,สถานี T.V. และ F.M.,"48,117.24","11,710.98"
1788,2566,พฤศจิกายน,สปข.2,สวท.อำนาจเจริญ,9803020012195800,สถานี T.V. และ F.M.,"46,339.47","11,210.67"
1789,2566,ธันวาคม,สปข.2,สวท.อำนาจเจริญ,9803020012195800,สถานี T.V. และ F.M.,"46,692.94","11,289.87"
1790,2566,กันยายน,สปข.2,สวท.บุรีรัมย์,9002020013368203,สถานีวิทยุเอฟ.เอ็ม,"32,633.95","6,594.60"
1791,2566,กันยายน,สปข.2,สวท.บุรีรัมย์,0445020013373191, สวท.บุรีรัมย์ AM,"36,901.03","8,062.28"
1792,2566,ตุลาคม,สปข.2,สวท.บุรีรัมย์,9002020013368203,สวท.บุรีรัมย์ FM,"28,591.58","6,420.20"
1793,2566,ตุลาคม,สปข.2,สวท.บุรีรัมย์,0445020013373191,สวท.บุรีรัมย์ AM,"35,109.08","8,678.94"
1794,2566,พฤศจิกายน,สปข.2,สวท.บุรีรัมย์,9002020013368203,สถานี F.M.,"29,608.28","6,651.20"
1795,2566,พฤศจิกายน,สปข.2,สวท.บุรีรัมย์,0445020013373191,สถานี A.M.,"33,138.25","8,130.02"
1796,2566,ธันวาคม,สปข.2,สวท.บุรีรัมย์,9002020013368203,สถานี F.M.,"26,156.75","5,867.00"
1797,2566,ธันวาคม,สปข.2,สวท.บุรีรัมย์,0445020013373191,สถานี A.M.,"34,154.51","7,684.12"
1798,2566,มิถุนายน,สปข.2,สวท.บุรีรัมย์,9002020013368203,สถานี F.M.,"34,701.42","6,075.99"
1799,2566,สิงหาคม,สปข.2,สวท.ยโสธร,020012572599,สถานี T.V. และ F.M.,"77,552.50","16,812.55"
1800,2566,พฤศจิกายน,สปข.2,สวท.ยโสธร,020012572599,สถานี T.V. และ F.M.,"61,049.87","14,844.37"
1801,2566,กุมภาพันธ์,สปข.4,สวท.ตาก,9.80302E+15,สถานี A.M. และ F.M.,"57,429.18","10,217.48"
1802,2566,ธันวาคม,สปข.2,สวท.ยโสธร,020012572599,สถานี T.V. และ F.M.,"59,328.73","14,670.71"
1803,2566,มีนาคม,สปข.4,สวท.ตาก,9.80302E+15,สถานี A.M. และ F.M.,"71,550.95","12,760.45"
1804,2566,พฤษภาคม,สปข.2,สวท.ยโสธร,020012572599,สถานี T.V. และ F.M.,"70,614.50","15,624.07"
1805,2566,กันยายน,สปข.2,สวท.ศรีสะเกษ,020022339904,สถานี F.M.,"27,322.25","11,352.00"
1806,2566,ตุลาคม,สปข.2,สวท.ศรีสะเกษ,020022339904,สถานี F.M.,"22,765.22","9,596.00"
1807,2566,พฤศจิกายน,สปข.2,สวท.ศรีสะเกษ,020022339904,สถานี F.M.,"22,397.00","9,992.00"
1808,2566,ธันวาคม,สปข.2,สวท.ศรีสะเกษ,020022339904,สถานี F.M.,"29,542.00","15,097.00"
1809,2566,เมษายน,สปข.4,สวท.ตาก,9803020010392863,สถานี A.M. และ F.M.,"72,141.47","13,221.88"
1810,2566,พฤษภาคม,สปข.4,สวท.ตาก,9803020010392863,สถานี A.M. และ F.M.,"65,546.16","13,518.96"
1811,2566,มิถุนายน,สปข.4,สวท.ตาก,9803020010392863,สถานี A.M. และ F.M.,"64,004.96","12,885.52"
1812,2566,กรกฎาคม,สปข.4,สวท.ตาก,9803020010392863,สถานี A.M. และ F.M.,"66,282.84","13,758.00"
1813,2566,สิงหาคม,สปข.4,สวท.ตาก,9803020010392863,สถานี A.M. และ F.M.,"63,732.95","13,064.12"
1814,2566,กันยายน,สปข.4,สวท.ตาก,9803020010392863,สถานี A.M. และ F.M.,"52,976.62","12,713.20"
1815,2566,ตุลาคม,สปข.4,สวท.ตาก,9803020010392863,สถานี A.M. และ F.M.,"51,027.79","12,393.48"
1816,2566,พฤศจิกายน,สปข.4,สวท.ตาก,9803020010392863,สถานี A.M. และ F.M.,"45,775.97","10,781.31"
1817,2566,ธันวาคม,สปข.4,สวท.ตาก,9803020010392863,สถานี A.M. และ F.M.,"49,612.68","12,078.44"
1818,2566,กันยายน,สปข.2,(สำนักงานเขต),020012727149,สำนักประชาสัมพันธ์เขต,"152,026.31","29,966.00"
1819,2566,กันยายน,สปข.2,สวศ.อุบลราชธานี,020012733144,สถานี A.M.,875.31,110.50
1820,2566,กันยายน,สปข.2,สคท. อุบลราชธานี,020012632147,สถานี T.V.,"39,278.48","7,951.20"
1821,2566,กันยายน,สปข.2,สคท. สุรินทร์,020014158104,สถานี T.V.,"28,061.21","6,299.70"
1822,2566,กันยายน,สปข.2,สคท. ร้อยเอ็ด,020012586335,อาคารสำเร็จรูปตรวจสอบสัญญาณทีวี,334.10,0.00
1823,2566,กันยายน,สปข.2,สคท. มุกดาหาร,020012135407,สถานี T.V.,"24,521.51","4,938.30"
1824,2566,มิถุนายน,สปข.2,สำนักงานเขต,020012727149,สำนักประชาสัมพันธ์เขต,"174,003.66","32,421.00"
1825,2566,มิถุนายน,สปข.2,สคท. สุรินทร์,020014158104,สถานี T.V.,"33,462.99","6,422.90"
1826,2566,มิถุนายน,สปข.2,สคท. อุบลราชธานี,020012632147,สถานี T.V.,"42,393.97","8,154.40"
1827,2566,มิถุนายน,สปข.2,สคท. ร้อยเอ็ด,020012586335,อาคารสำเร็จรูปตรวจสอบสัญญาณทีวี,334.10,0.00
1828,2566,มิถุนายน,สปข.2,สคท. มุกดาหาร,020012135047,สถานี T.V.,"29,260.83","5,608.20"
1829,2566,มิถุนายน,สปข.2,สวศ. อุบลราชธานี,020012733144,สถานี A.M.,"1,020.10",133.00
